field_1,lat,lon,depth,time,orid,evid,julian_date,nass,ndef,ndp,grn,srn,etype,review,depdp,dtype,mb,mbid,ms,msid,ml,mlid,algorithm,auth,commid_x,lddate_x,date,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,sdobs,smajax,sminax,strike,sdepth,stime,conf,commid_y,lddate_y
5238,55.9015,-120.4156,0.135,1559404802.57,5239,5239,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,11141,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-01 16:00:02.574209929,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2746,1.4978,1.0025,259.34,3.3462,-1,0,-1,1565395763.82
5271,56.064,-120.5267,0.1599,1560457596.73,5272,5272,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.14,11174,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-13 20:26:36.728189945,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1352,2.4682,2.105,39.19,10.4074,-1,0,-1,1565395763.82
5272,56.0456,-120.5657,1,1560464579.65,5273,5273,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.46,11175,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-13 22:22:59.654700041,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.226,2.2997,1.6505,295.34,0,-1,0,-1,1565395763.82
5285,56.0139,-120.2917,5.569,1560858593.11,5286,5286,-1,7,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,11188,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-18 11:49:53.109640121,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3033,2.3909,1.5639,20.19,1.1354,-1,0,-1,1565395763.82
5299,55.9032,-120.4042,1.7343,1561217134.91,5300,5300,-1,13,13,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,11202,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-22 15:25:34.912140131,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3531,0.7652,0.6499,234.16,1.0293,-1,0,-1,1565395763.82
5300,55.9901,-120.2667,3.1956,1561281577.05,5301,5301,-1,12,12,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,11203,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-23 09:19:37.045850039,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.31,1.4962,0.8874,43.21,1.2281,-1,0,-1,1565395763.82
5310,55.9796,-120.2881,3.6119,1561473305.31,5311,5311,-1,13,13,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.44,11213,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-25 14:35:05.314190149,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3481,0.8635,0.7523,343.2,0.9981,-1,0,-1,1565395763.82
5314,55.8084,-120.2364,1.8605,1561633200.3,5315,5315,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.36,11217,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-27 11:00:00.296730042,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1413,8.5864,0.9199,5.52,16.1778,-1,0,-1,1565395763.82
5315,55.8327,-120.0992,1,1561668777.56,5316,5316,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.22,11218,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-27 20:52:57.555789948,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1496,5.7922,3.5345,272.01,0,-1,0,-1,1565395763.82
5321,55.9075,-120.396,0.123,1562256044.32,5322,5322,-1,18,18,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.38,11224,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-04 16:00:44.320619822,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3113,0.6367,0.4552,7.18,2.1139,-1,0,-1,1565395763.82
5406,56.0568,-120.5553,1,1563461173.62,5407,5407,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.28,11309,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-18 14:46:13.624949932,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1273,4.2945,2.4586,268.76,0,-1,0,-1,1565395763.82
5436,55.9171,-120.3391,0.582,1563563989.29,5437,5437,-1,12,12,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.05,11339,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-19 19:19:49.288779974,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2362,1.0869,0.5289,26.33,1.8807,-1,0,-1,1565395763.82
5458,55.8967,-120.3258,1.6677,1563594164.75,5459,5459,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.28,11361,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-20 03:42:44.746670008,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2681,1.9352,0.8236,6.28,1.0449,-1,0,-1,1565395763.82
5469,55.8973,-120.3315,3.1374,1563681953.23,5470,5470,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.39,11372,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-21 04:05:53.228039980,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1317,1.8057,0.8249,5.55,0.9151,-1,0,-1,1565395763.82
5472,55.9058,-120.2964,1.1509,1563723247.26,5473,5473,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.25,11375,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-21 15:34:07.261640072,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2152,2.0985,1.0961,6.64,1.0821,-1,0,-1,1565395763.82
5498,56.2427,-120.7494,0.7061,1563764093.6,5499,5499,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.87,11401,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-22 02:54:53.596220016,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.4208,6.4909,1.7959,34.03,42.0863,-1,0,-1,1565395763.82
5503,55.845,-120.322,0.9989,1563817916.12,5504,5504,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.13,11406,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-22 17:51:56.117810011,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0948,3.1435,2.5056,37.05,0.5399,-1,0,-1,1565395763.82
5517,55.8888,-120.3282,0.17,1563823282.87,5518,5518,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.24,11420,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-22 19:21:22.872950077,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.268,2.3763,0.7107,8.14,1.5507,-1,0,-1,1565395763.82
5521,55.8903,-120.3169,1.2195,1563824239.37,5522,5522,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.12,11424,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-22 19:37:19.370300055,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2331,2.299,0.6568,6.76,0.6116,-1,0,-1,1565395763.82
5548,56.205,-120.9773,23.0128,1563941460.25,5549,5549,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.54,11451,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-24 04:11:00.249359846,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2792,3.9723,1.8209,355.21,1.2294,-1,0,-1,1565395763.82
5550,55.9034,-120.2681,5.394,1563957387.68,5551,5551,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.46,11453,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-24 08:36:27.684499979,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0099,2.68,2.5305,249.94,1.783,-1,0,-1,1565395763.82
5556,55.8938,-120.2737,4.2791,1564003617.01,5557,5557,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.09,11459,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-24 21:26:57.010449886,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0823,2.6738,2.1611,269.88,1.0783,-1,0,-1,1565395763.82
5564,55.8527,-120.2968,0.951,1564005857.19,5565,5565,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,11467,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-24 22:04:17.185980082,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1064,3.2439,1.7582,328.84,0.3975,-1,0,-1,1565395763.82
5576,55.9147,-120.3461,1,1564059016.82,5577,5577,-1,12,12,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.02,11479,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 12:50:16.819219828,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3747,0.9084,0.5397,26.03,0,-1,0,-1,1565395763.82
5581,55.8878,-120.2779,0.9918,1564077672.99,5582,5582,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,11484,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 18:01:12.991440058,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3647,2.7179,1.9642,310.56,0.8327,-1,0,-1,1565395763.82
5585,55.9034,-120.2537,4.5092,1564078772.69,5586,5586,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,11488,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 18:19:32.691590071,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0381,2.5134,1.6616,288.73,1.1206,-1,0,-1,1565395763.82
5590,55.9021,-120.2388,3.8176,1564081600.33,5591,5591,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,11493,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 19:06:40.331239939,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1248,2.4441,2.1009,266.32,1.2897,-1,0,-1,1565395763.82
5592,55.9007,-120.2554,4.4609,1564082798.93,5593,5593,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.23,11495,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 19:26:38.933459997,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0332,2.8981,2.0926,263.14,1.015,-1,0,-1,1565395763.82
5593,55.9084,-120.2519,5.5046,1564083089.64,5594,5594,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.23,11496,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 19:31:29.635569811,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0094,3.0328,2.0589,251.48,2.1176,-1,0,-1,1565395763.82
5594,55.903,-120.2478,5.2605,1564083060.13,5595,5595,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.24,11497,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 19:31:00.125880002,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0237,2.9797,2.1146,257.63,0.9889,-1,0,-1,1565395763.82
5595,55.9041,-120.2931,1.0178,1564083410.18,5596,5596,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,11498,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 19:36:50.181380033,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3896,1.988,0.9463,331.37,1.3491,-1,0,-1,1565395763.82
5596,55.8388,-120.277,0.1089,1564083940.45,5597,5597,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.08,11499,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 19:45:40.454480171,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1614,4.5712,1.2776,345.71,9.856,-1,0,-1,1565395763.82
5598,55.9112,-120.1908,1,1564088993.39,5599,5599,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,11501,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-25 21:09:53.389050007,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0121,4.5209,2.0912,266.35,0,-1,0,-1,1565395763.82
5607,55.9896,-120.3124,4.7562,1564310639.54,5608,5608,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.23,11510,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-07-28 10:43:59.537420034,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.175,1.3257,0.8577,333.77,0.9473,-1,0,-1,1565395763.82
5644,56.0428,-120.48,1.9375,1547620119.9,5645,5645,-1,22,22,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,1.09,11547,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-16 06:28:39.897150040,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5650,56.0625,-120.52,0,1547679475.78,5651,5651,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,11553,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-16 22:57:55.779890060,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5656,56.0625,-120.51,1.9375,1547796808.07,5657,5657,-1,21,21,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,1.15,11559,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-18 07:33:28.072249889,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5680,56.0456,-120.565,0,1547970415.84,5681,5681,-1,17,17,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.96,11583,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-20 07:46:55.836220026,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5690,56.0962,-120.38,0,1548095726.29,5691,5691,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.42,11593,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-21 18:35:26.286740065,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5701,56.0625,-120.52,0,1548247924.12,5702,5702,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.24,11604,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-23 12:52:04.123199940,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5707,56.0541,-120.61,0,1548288821.45,5708,5708,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.32,11610,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-24 00:13:41.450209856,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5714,55.995,-120.52,0,1548315102.92,5715,5715,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.31,11617,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-24 07:31:42.919759989,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5735,56.0063,-120.585,1.3125,1548598977.47,5736,5736,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.13,11638,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-01-27 14:22:57.468559980,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5880,55.995,-120.49,0,1549274973.37,5881,5881,-1,13,13,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.15,11783,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-04 10:09:33.367939949,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5885,56.0344,-120.57,0,1549283663.66,5886,5886,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.47,11788,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-04 12:34:23.657780170,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5910,56.0147,-120.37,4.4375,1549312027.07,5911,5911,-1,14,14,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.64,11813,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-04 20:27:07.068670034,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5921,55.9556,-120.52,3.8125,1549338640.42,5922,5922,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.34,11824,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-05 03:50:40.415990114,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5923,55.9556,-120.4,3.1875,1549346478.17,5924,5924,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.05,11826,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-05 06:01:18.168419838,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5950,55.9922,-120.53,4.4375,1549413738.02,5951,5951,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.22,11853,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-06 00:42:18.022609949,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5957,55.9697,-120.455,0,1549441539.04,5958,5958,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,11860,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-06 08:25:39.044840097,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5958,55.9725,-120.51,2.875,1549441641.15,5959,5959,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,11861,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-06 08:27:21.153959990,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5969,55.9753,-120.47,4.4375,1549456087.86,5970,5970,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0,11872,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-06 12:28:07.856339931,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5970,56.0316,-120.36,3.8125,1549457144.47,5971,5971,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.03,11873,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-06 12:45:44.468969822,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
5996,55.9781,-120.465,0,1549506765.85,5997,5997,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,11899,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 02:32:45.852219820,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6011,55.9753,-120.495,3.1875,1549514152.93,6012,6012,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.07,11914,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 04:35:52.933959961,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6016,56.04,-120.48,0,1549525744.4,6017,6017,-1,11,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.03,11919,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 07:49:04.399790049,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6018,55.9978,-120.49,0,1549530494.57,6019,6019,-1,16,16,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.9,11921,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 09:08:14.569580078,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6034,56.04,-120.345,3.8125,1549554168.66,6035,6035,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,11937,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 15:42:48.662919998,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6048,55.9753,-120.465,1.9375,1549590157.05,6049,6049,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.03,11951,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-08 01:42:37.052659988,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6083,55.9725,-120.465,1.3125,1549664572.14,6084,6084,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.13,11986,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-08 22:22:52.143790007,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6095,55.995,-120.48,0,1549677771.37,6096,6096,-1,18,18,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.51,11998,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 02:02:51.368949890,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6101,55.9781,-120.51,4.125,1549681115.72,6102,6102,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.1,12004,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 02:58:35.717890024,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6126,56.0484,-120.425,4.4375,1549698571.64,6127,6127,-1,11,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.27,12029,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 07:49:31.639469862,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6142,55.9922,-120.52,3.8125,1549706604.47,6143,6143,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,12045,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 10:03:24.473280191,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
